productionvolume,productioncost,supplierquality,defectrate,qualityscore,maintenancehours,stockoutrate,safetyincidents,energyefficiency,defectstatus
202,13175.403783454076,86.6485338434873,3.121492266688973,63.46349432717401,9,0.081321680689565,0,0.4689466237325203,1
535,19770.046092867626,86.3106636132627,0.8195305110016484,83.69781763161657,20,0.0384864696462169,7,0.1194845582710166,1
960,19060.820997456784,82.13247237873196,4.514504070609866,90.3505500280751,1,0.002887365066928,2,0.4963915263771467,1
370,5647.606036955175,87.33596641292537,0.6385239600693806,67.62869012018982,8,0.0553309712298263,8,0.1831250880808031,1
206,7472.222235941557,81.9898933774593,3.867783602943844,82.72833363149964,9,0.0680471388923527,7,0.2635069441596037,1
171,6975.931601818429,95.33191889424104,3.914573642169408,92.56843593531472,19,0.0740694945336006,7,0.118020523266287,1
800,15889.698649779431,99.32548595496372,4.788999883768687,90.72991110585264,10,0.0401924954309284,8,0.3339128812432125,1
120,17266.77994785418,99.40148913333414,0.7436048378104434,92.11968071468613,13,0.00970196314924,3,0.2934221061603966,1
714,8202.670494660078,97.30142198750788,3.185855873530209,95.17293699478878,2,0.0584326434463386,4,0.366682813893912,1
221,12587.790394277436,92.01584298679238,2.4252825678217382,97.5072840863788,0,0.0329547885238181,6,0.317071250916589,0
566,17610.545420168,94.0173139448776,1.9878482968679392,76.22084620814144,6,0.0946887482274853,1,0.2592711138588276,0
314,15992.023171493758,85.70411605360829,0.9064335213458288,82.75076410091509,3,0.0502712108061327,6,0.3951026791246683,0
430,13133.558082377724,92.61540840345242,3.0319435385208915,91.62638104182444,6,0.0472266046798978,2,0.1100084511147831,1
558,13855.215356881594,89.11299098879755,2.655683265535761,87.88559255783133,15,0.0309209532318356,5,0.316411608349838,1
187,12625.4082037442,89.64034679553865,0.9704950616796092,99.82080913057516,9,0.0338786505383547,5,0.1455504815316037,0
472,9463.226769782308,95.15553120750316,3.256202781936876,60.54710604418577,14,0.0512754784079912,5,0.2744033332343333,1
199,13475.329892885242,85.63836711194503,3.820789041138223,74.20532861263163,15,0.0306664795314994,9,0.4164501267432066,1
971,15333.27953075136,86.3607922338904,3.952752354741417,71.2411170508081,5,0.0892304884368412,1,0.15698429850416,1
763,18099.84373791212,98.49283582257272,4.574179347180923,70.49263400662139,3,0.0439017932429108,8,0.4743241395089941,1
230,14544.37030968872,81.12448589701944,2.3426183384994976,68.90119129995543,3,0.0292022084013024,7,0.4554018769565618,1
761,16416.82305564737,89.71268596826681,4.7888274587996165,88.36495363260916,23,0.0155394833541149,6,0.2659620283466793,1
408,7401.074524318595,98.25601600815725,4.394432322872087,63.39037893101288,22,0.0672350726300358,8,0.1023899362903746,1
869,11923.362116296848,92.20726015636312,1.8342570696077256,89.66435335773353,3,0.0025786943285584,3,0.4158979306697944,1
443,5139.974297406399,90.92814148424264,1.2167736680725632,87.73703368065094,21,0.044999578716994,1,0.4523583213649131,1
591,8700.182967824345,84.9948835845871,2.4592522825760605,70.03216530003586,21,0.0550121820367223,3,0.169895236942173,1
513,15896.925726695072,86.86550978128896,2.30854418580185,70.11335132660645,16,0.0339784610880331,9,0.4664768835266228,1
905,19877.14927024045,97.04096831609384,3.09073687399042,85.15442341378008,12,0.0749817747275005,2,0.4656389109178784,1
485,6487.671493808239,91.18436263536915,3.125238045474866,90.48684421934712,1,0.0675660496837938,1,0.2885163404136762,1
291,11022.414737919324,90.2948438751356,3.8749414297098888,95.0594245234946,19,0.0971398987569961,1,0.4192139243191367,1
376,17001.06453048739,81.99159427080058,2.794504766925246,94.08558255417904,5,0.0508766799289681,7,0.2779791913087953,0
260,8060.534519433482,80.32056312910247,0.971701884233445,98.59531976655413,21,0.0537812364629383,4,0.3256185063674471,1
559,13326.274239534294,99.27370377374098,4.362311009988978,83.25539581346044,0,0.0245839319193822,5,0.2279356039239053,1
413,15996.069440445122,87.53972334573683,1.8939406243333416,96.3462224536144,7,0.038548389073072,7,0.1637877381283298,0
121,14239.781753902686,92.06426124199008,4.8708385713796645,92.34053093041643,17,0.0026860591158303,6,0.3986146335256127,1
352,7820.371019231242,81.5943014637457,1.0303704890589658,95.78670497256054,20,0.0689274788597689,6,0.1005571378076542,1
847,10330.768530286092,93.66228571446094,4.812130275046265,60.46506405141466,3,0.031162279968354,6,0.3318210758595126,1
956,16756.87676728096,98.6513341741192,0.9095531309713264,98.63611967463244,4,0.0540367009666697,6,0.4458744105513855,1
660,13313.39771198025,91.5133050599484,1.5396626207617676,78.94120651385913,4,0.0254992396410949,7,0.1885109147105802,0
574,5078.444203143691,82.52230644750821,0.7096097393894372,91.92731958299372,14,0.0621036200339658,0,0.2331597827192009,1
158,16414.861400421407,91.63443054946951,3.673009159875477,65.08816477351124,9,0.0447582492954044,2,0.3349943411457851,1
610,5529.670324103586,95.32694426209304,4.326344314573063,75.83764383255897,7,0.0481860652386294,0,0.198748098612456,1
781,16186.006740968482,88.12833073148037,2.453319868171912,70.85842652083963,6,0.0942607139815326,7,0.4389947429323132,1
575,8037.208402478562,97.59675495882937,4.678349337690934,71.66635082003748,11,0.070616032312386,1,0.246641266845022,1
799,19371.1022017907,92.9736590671473,3.156345822900198,64.93022479803527,10,0.0261899735600073,6,0.3326454879279544,1
882,10519.111269531266,97.98497836578406,3.3350321095093545,92.23055330172028,12,0.0503921817741425,5,0.1904484590396835,1
